,global,local,fusion
10,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.45838127 0.59774023 0.4152989  ... 0.4502768  0.5529195  0.5997613 ]
 [0.45188332 0.6093559  0.40742332 ... 0.45027277 0.55563414 0.6103245 ]
 [0.4583475  0.5977524  0.41825235 ... 0.4500433  0.549889   0.5981587 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5721961  0.53557396 0.49647322 ... 0.49308503 0.59651023 0.5441262 ]
 [0.56631935 0.5303653  0.51591253 ... 0.48714536 0.59921515 0.53295416]
 [0.5731101  0.5298271  0.50732744 ... 0.48952186 0.5943829  0.53616554]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.62551904 0.43851116 0.45319143 ... 0.5330052  0.64422256 0.51765364]
 [0.6266491  0.43853784 0.45377845 ... 0.5290474  0.646786   0.5176004 ]
 [0.6256139  0.4364771  0.45519572 ... 0.5283945  0.63881445 0.5129    ]]"
11,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.38398698 0.71401757 0.30084237 ... 0.3593146  0.6127644  0.71769303]
 [0.40488717 0.6771348  0.338885   ... 0.39116287 0.59348124 0.68303055]
 [0.40269145 0.6835912  0.33428293 ... 0.38132602 0.5923281  0.687422  ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5857227  0.5666494  0.45857882 ... 0.48926368 0.66478175 0.5811288 ]
 [0.5800218  0.5459722  0.49681148 ... 0.49002415 0.63219976 0.54911023]
 [0.57927066 0.54582345 0.49213254 ... 0.4928993  0.638353   0.5586128 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.698579   0.3579287  0.43483523 ... 0.56743413 0.76439303 0.5560822 ]
 [0.68278366 0.39262164 0.4417486  ... 0.5518598  0.7290272  0.5563175 ]
 [0.684443   0.38578147 0.44048816 ... 0.55774444 0.7338498  0.5637188 ]]"
12,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.40201047 0.69160295 0.3349558  ... 0.3898747  0.60710424 0.6928893 ]
 [0.39594284 0.6994464  0.31702942 ... 0.38196158 0.60281616 0.7036662 ]
 [0.3856022  0.71776056 0.29961145 ... 0.39123285 0.6241328  0.7148682 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5980312  0.56687146 0.48814818 ... 0.49070397 0.6631169  0.5669534 ]
 [0.5781921  0.5570713  0.4981379  ... 0.50078577 0.63376635 0.55897576]
 [0.5836648  0.556497   0.49340236 ... 0.48836043 0.66108114 0.5616303 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.70125824 0.37191916 0.4304455  ... 0.55390304 0.75081015 0.5283272 ]
 [0.68101    0.38100904 0.44201154 ... 0.5520177  0.73701775 0.5726125 ]
 [0.6955362  0.38253966 0.4280735  ... 0.5719114  0.7598827  0.5443566 ]]"
13,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.37468404 0.7172767  0.3058282  ... 0.34293318 0.60387874 0.71355075]
 [0.3840167  0.7115278  0.30480745 ... 0.36653173 0.6053337  0.71938145]
 [0.37449116 0.7279557  0.2846481  ... 0.36432666 0.6201697  0.73542786]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5772953  0.56079173 0.4747916  ... 0.495074   0.6489549  0.5729908 ]
 [0.5824187  0.55529565 0.48887125 ... 0.49302238 0.62524915 0.55284226]
 [0.5877768  0.5633597  0.46655497 ... 0.49088562 0.6552395  0.5749586 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.70084614 0.33953798 0.4475419  ... 0.56385916 0.7659493  0.56922054]
 [0.6717226  0.37004155 0.44605213 ... 0.54506993 0.7422531  0.57268566]
 [0.6983542  0.35404983 0.43775994 ... 0.55841684 0.76415604 0.56238556]]"
14,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.3706219  0.7370246  0.27268016 ... 0.36632058 0.6290687  0.74594724]
 [0.34904045 0.75037473 0.26354647 ... 0.3113869  0.6188136  0.76102585]
 [0.36583883 0.7409385  0.2694337  ... 0.35513854 0.62792385 0.7481582 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5974061  0.5707606  0.47493586 ... 0.50329036 0.6777662  0.5803713 ]
 [0.58896565 0.58019495 0.4522419  ... 0.50033504 0.685342   0.5896712 ]
 [0.5990696  0.5712292  0.472587   ... 0.5113751  0.68969506 0.58005726]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.7143853  0.35376337 0.41822332 ... 0.55766845 0.7903686  0.5538153 ]
 [0.72811335 0.31680763 0.42413405 ... 0.5642541  0.81003755 0.5759664 ]
 [0.7192505  0.34596655 0.4113296  ... 0.5658874  0.79638785 0.5617817 ]]"
15,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.4098049  0.6884788  0.3210638  ... 0.43014738 0.613424   0.6974061 ]
 [0.40638024 0.6981027  0.32002902 ... 0.4148868  0.61878586 0.70294476]
 [0.3978939  0.7069728  0.30910787 ... 0.41927066 0.62180084 0.7117067 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.6139838  0.578418   0.47395697 ... 0.49992025 0.6974097  0.56150675]
 [0.61037713 0.5743243  0.49326688 ... 0.4986243  0.6773485  0.5565167 ]
 [0.6129152  0.56722814 0.4899959  ... 0.49500856 0.6897449  0.55628526]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.71521384 0.38474756 0.40446848 ... 0.55569345 0.766484   0.4928966 ]
 [0.7021963  0.38021967 0.41479975 ... 0.55219454 0.7583548  0.5148873 ]
 [0.71751225 0.37829423 0.40290454 ... 0.55386984 0.7754896  0.49858636]]"
16,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.39092684 0.70436805 0.31162485 ... 0.38509008 0.61184067 0.71181977]
 [0.38940987 0.70453656 0.31007484 ... 0.38787988 0.61422193 0.71200675]
 [0.39163384 0.7075759  0.31151462 ... 0.3824888  0.61401576 0.7128303 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5802275  0.56777805 0.48534334 ... 0.49404183 0.6536206  0.56755084]
 [0.5740831  0.5599368  0.49291033 ... 0.4857169  0.650025   0.5653389 ]
 [0.58518595 0.57235897 0.48307884 ... 0.49329525 0.6680197  0.5612787 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.6807999  0.38268137 0.42722252 ... 0.5613167  0.7492176  0.55087066]
 [0.67441607 0.38838077 0.42698106 ... 0.5628478  0.745965   0.5568764 ]
 [0.68981415 0.37082887 0.42576933 ... 0.5636576  0.75783956 0.54516745]]"
17,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.39110625 0.709802   0.3052524  ... 0.4015231  0.6242651  0.71611303]
 [0.3730313  0.7393748  0.28113034 ... 0.357737   0.62489945 0.74023515]
 [0.36288834 0.73069257 0.28513116 ... 0.33139682 0.6137514  0.7403973 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.6079945  0.56711453 0.5021365  ... 0.49707782 0.6771181  0.55898374]
 [0.5767519  0.557663   0.47961998 ... 0.4902001  0.6557494  0.5666604 ]
 [0.59435326 0.5644871  0.46530437 ... 0.49259958 0.67069274 0.5762096 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.70602167 0.37416747 0.4298293  ... 0.5512975  0.7633434  0.5209158 ]
 [0.6872584  0.3572765  0.4410541  ... 0.55860394 0.7644818  0.56947494]
 [0.71041393 0.3314412  0.44138768 ... 0.54474044 0.7775473  0.57428527]]"
18,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.38519144 0.7060656  0.31448635 ... 0.351258   0.59890866 0.7046881 ]
 [0.3904077  0.69817466 0.32062986 ... 0.35562474 0.5937156  0.6955603 ]
 [0.3570676  0.7309123  0.2893243  ... 0.3449452  0.6288196  0.7297888 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.57829267 0.55596244 0.49540022 ... 0.49410462 0.6253395  0.5501029 ]
 [0.5849784  0.55920875 0.5001695  ... 0.4947517  0.65121794 0.5506746 ]
 [0.5859541  0.5717689  0.47070485 ... 0.50268114 0.66570574 0.5757282 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.676126   0.3518719  0.4575435  ... 0.54810864 0.7449034  0.5744535 ]
 [0.6921168  0.3528361  0.44337344 ... 0.55399436 0.7590676  0.56446224]
 [0.7095387  0.33615974 0.43413138 ... 0.55809397 0.786218   0.5570227 ]]"
19,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.41123408 0.65971327 0.34837496 ... 0.4166294  0.5835499  0.6604104 ]
 [0.42583647 0.637473   0.37329528 ... 0.43396303 0.5782908  0.6429142 ]
 [0.40754533 0.66547763 0.34272823 ... 0.4046141  0.5823357  0.6666528 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5762378  0.5354505  0.50644594 ... 0.51000214 0.6366902  0.56775004]
 [0.5858555  0.5434326  0.49688423 ... 0.5144449  0.64734304 0.5785789 ]
 [0.5765798  0.52880985 0.5140976  ... 0.50818944 0.63753664 0.5756851 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.66575533 0.40536106 0.43585652 ... 0.5545231  0.7140931  0.560207  ]
 [0.6798358  0.4158298  0.43556044 ... 0.5560985  0.7074343  0.5230939 ]
 [0.67781055 0.40332994 0.4335784  ... 0.5522234  0.71902966 0.56958944]]"
20,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.3873289  0.69994193 0.31828594 ... 0.34347445 0.5814648  0.69901955]
 [0.43342367 0.6290188  0.38140213 ... 0.42191038 0.5677197  0.62535906]
 [0.3878813  0.7133659  0.30630487 ... 0.37735784 0.61719996 0.7208039 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.56972927 0.53794956 0.50878316 ... 0.48974517 0.61385375 0.5530384 ]
 [0.57913804 0.53422314 0.5099542  ... 0.5054382  0.6357856  0.5717206 ]
 [0.5899219  0.57010543 0.4758498  ... 0.49154347 0.6774427  0.5738475 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.6636326  0.36355358 0.4657956  ... 0.54198676 0.7384872  0.5918819 ]
 [0.6795012  0.41516438 0.43548328 ... 0.5516206  0.69628817 0.5352975 ]
 [0.704456   0.3686191  0.4148837  ... 0.5578522  0.7652131  0.5427992 ]]"
21,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.39809752 0.6974896  0.32161486 ... 0.40103707 0.6103822  0.7095292 ]
 [0.3557921  0.7477458  0.26100463 ... 0.32908255 0.62105936 0.7613186 ]
 [0.40174818 0.6861847  0.32989126 ... 0.4080744  0.6096784  0.69033676]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.60012305 0.5481485  0.4971761  ... 0.49988714 0.64200276 0.5512443 ]
 [0.58151555 0.552294   0.47183478 ... 0.4941404  0.64918023 0.564264  ]
 [0.5993609  0.5630177  0.5020416  ... 0.51974165 0.6667981  0.55807334]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.6888918  0.3757852  0.43445736 ... 0.5427957  0.74793553 0.53601694]
 [0.6913105  0.33623978 0.45642433 ... 0.5469631  0.780475   0.59353703]
 [0.7047449  0.38254705 0.42217624 ... 0.55158675 0.7571841  0.52654654]]"
22,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.3929462  0.70430374 0.31348893 ... 0.37976617 0.61576575 0.70599276]
 [0.4095566  0.6718977  0.351643   ... 0.39940754 0.5918373  0.6706565 ]
 [0.45384797 0.6042021  0.4026848  ... 0.45899504 0.5613271  0.6114822 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.57987773 0.55342126 0.49673635 ... 0.49228856 0.6581986  0.5642733 ]
 [0.6124462  0.5727049  0.48197716 ... 0.49661312 0.66665477 0.56456256]
 [0.58003986 0.5385249  0.53872037 ... 0.50134456 0.60831445 0.55046743]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.6919836  0.38029855 0.43476942 ... 0.56571925 0.7555657  0.5502846 ]
 [0.7037621  0.3666871  0.42359105 ... 0.55139935 0.7470214  0.51681864]
 [0.64150685 0.4440742  0.432721   ... 0.5324144  0.6678111  0.52589345]]"
23,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.40765163 0.66254866 0.3395941  ... 0.42344978 0.59199756 0.6676916 ]
 [0.44530824 0.6083104  0.39596802 ... 0.44822907 0.56383836 0.6105762 ]
 [0.41241956 0.65723974 0.35756853 ... 0.39438453 0.57681924 0.6551342 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5760633  0.52925277 0.49439868 ... 0.51965714 0.63369226 0.574548  ]
 [0.56531876 0.55455655 0.4451313  ... 0.51084805 0.64542955 0.5930086 ]
 [0.57246655 0.5386006  0.4996481  ... 0.49772558 0.6357483  0.558552  ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.66964567 0.4086772  0.4354951  ... 0.55585444 0.7128165  0.543206  ]
 [0.66303575 0.42743227 0.43667018 ... 0.5637598  0.67612606 0.4865792 ]
 [0.6744832  0.39389816 0.4403257  ... 0.55731046 0.7177596  0.5670453 ]]"
24,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.38583177 0.71653897 0.30448914 ... 0.3731332  0.618697   0.7244339 ]
 [0.38310415 0.7207097  0.30390307 ... 0.39090446 0.62324476 0.72782815]
 [0.38183168 0.72655636 0.30298206 ... 0.37249723 0.6219083  0.73805684]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5988046  0.57405406 0.4880111  ... 0.49375227 0.652588   0.5570503 ]
 [0.60593784 0.5647941  0.486942   ... 0.49149162 0.67308694 0.5643439 ]
 [0.5890101  0.5706604  0.476734   ... 0.4976511  0.6477084  0.5642214 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.6962283  0.36222023 0.4332613  ... 0.5444982  0.7669625  0.554954  ]
 [0.7157385  0.36916745 0.41798496 ... 0.5409089  0.7688763  0.5282559 ]
 [0.6881889  0.35828224 0.4440883  ... 0.5466747  0.75876564 0.54955155]]"
25,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.35434663 0.73318964 0.28751037 ... 0.33241278 0.6200669  0.7342207 ]
 [0.3739152  0.7086805  0.3136838  ... 0.34208414 0.59329635 0.70439965]
 [0.39372408 0.6920781  0.33315146 ... 0.36308983 0.5899071  0.687183  ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5846824  0.56939    0.45785832 ... 0.49978837 0.662172   0.5740471 ]
 [0.56808746 0.5462704  0.49937874 ... 0.48902217 0.6171564  0.54745495]
 [0.578801   0.55692047 0.504134   ... 0.49329838 0.6221262  0.54725766]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.70792365 0.3321652  0.43917775 ... 0.5550426  0.782754   0.5580162 ]
 [0.6697112  0.34833065 0.4678734  ... 0.5422327  0.74091923 0.57849467]
 [0.6727288  0.3583092  0.4516935  ... 0.54421735 0.73961884 0.56977785]]"
26,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.42396647 0.64604765 0.36343533 ... 0.402395   0.5708907  0.6441172 ]
 [0.41813594 0.65467805 0.36312756 ... 0.40434954 0.5786824  0.6591075 ]
 [0.41499066 0.6635186  0.35670727 ... 0.4128387  0.58837736 0.6694286 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.58499676 0.5451599  0.48827502 ... 0.5130738  0.6693999  0.5935979 ]
 [0.59425324 0.5427546  0.51827824 ... 0.5135691  0.6698514  0.5772567 ]
 [0.57543164 0.55863804 0.4860867  ... 0.5037497  0.65394735 0.5683907 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.70839435 0.39076912 0.42800257 ... 0.5652998  0.7268978  0.5300596 ]
 [0.71321285 0.38680238 0.43103933 ... 0.5480814  0.7309566  0.54346836]
 [0.6917477  0.38608113 0.4356547  ... 0.549373   0.720867   0.52188325]]"
